x-axis,1,2
second,Volt,Volt
-10.00000E-06,+10.85427144170E+00,+23.70326665044E+00
-9.99000E-06,+12.06030160189E+00,+23.70326665044E+00
-9.98000E-06,+12.26130662858E+00,+23.70326665044E+00
-9.97000E-06,+12.26130662858E+00,+23.70326665044E+00
-9.96000E-06,+12.26130662858E+00,+23.70326665044E+00
-9.95000E-06,+12.06030160189E+00,+23.70326665044E+00
-9.94000E-06,+12.06030160189E+00,+23.70326665044E+00
-9.93000E-06,+12.26130662858E+00,+23.70326665044E+00
-9.92000E-06,+12.06030160189E+00,+23.47814102471E+00
-9.91000E-06,+12.06030160189E+00,+23.92839227617E+00
-9.90000E-06,+12.26130662858E+00,+23.70326665044E+00
-9.89000E-06,+12.06030160189E+00,+23.92839227617E+00
-9.88000E-06,+12.06030160189E+00,+23.70326665044E+00
-9.87000E-06,+12.06030160189E+00,+23.70326665044E+00
-9.86000E-06,+11.85929657519E+00,+23.70326665044E+00
-9.85000E-06,+11.85929657519E+00,+23.70326665044E+00
-9.84000E-06,+11.65829154849E+00,+23.70326665044E+00
-9.83000E-06,+11.65829154849E+00,+23.70326665044E+00
-9.82000E-06,+11.45728652179E+00,+23.70326665044E+00
-9.81000E-06,+11.45728652179E+00,+23.70326665044E+00
-9.80000E-06,+11.25628149509E+00,+23.70326665044E+00
-9.79000E-06,+11.05527646840E+00,+23.70326665044E+00
-9.78000E-06,+11.05527646840E+00,+23.70326665044E+00
-9.77000E-06,+11.05527646840E+00,+24.15351790190E+00
-9.76000E-06,+10.85427144170E+00,+24.37864352763E+00
-9.75000E-06,+10.85427144170E+00,+23.92839227617E+00
-9.74000E-06,+10.85427144170E+00,+12.89723661542E+00
-9.73000E-06,+10.65326641500E+00,+4.79271408916E+00
-9.72000E-06,+10.85427144170E+00,+4.79271408915E+00
-9.71000E-06,+10.85427144170E+00,+3.44196033478E+00
-9.70000E-06,+10.85427144170E+00,-160.04967689E-03
-9.69000E-06,+11.05527646840E+00,+740.45282602E-03
-9.68000E-06,+11.05527646840E+00,-610.30092835E-03
-9.67000E-06,+10.85427144170E+00,-1.28567780554E+00
-9.66000E-06,+10.85427144170E+00,+290.20157456E-03
-9.65000E-06,+10.85427144170E+00,-835.42655408E-03
-9.64000E-06,+10.85427144170E+00,-610.30092835E-03
-9.63000E-06,+10.85427144170E+00,-160.04967690E-03
-9.62000E-06,+10.85427144170E+00,-835.42655408E-03
-9.61000E-06,+10.85427144170E+00,-385.17530262E-03
-9.60000E-06,+10.85427144170E+00,-160.04967690E-03
