x-axis,1,2
second,Volt,Volt
-25.00000E-06,+201.00502670E-03,+1.36683415622E+00
-24.97500E-06,+0.0E+00,+1.36683415622E+00
-24.95000E-06,+100.50251335E-03,+1.36683415622E+00
-24.92500E-06,+0.0E+00,+1.36683415622E+00
-24.90000E-06,+0.0E+00,+1.36683415622E+00
-24.87500E-06,+0.0E+00,+1.28643214703E+00
-24.85000E-06,+0.0E+00,+1.32663315162E+00
-24.82500E-06,+50.25125667E-03,+1.34673365392E+00
-24.80000E-06,+0.0E+00,+1.36683415622E+00
-24.77500E-06,+201.00502670E-03,+1.36683415622E+00
-24.75000E-06,+0.0E+00,+1.32663315162E+00
-24.72500E-06,+0.0E+00,+1.36683415622E+00
-24.70000E-06,+0.0E+00,+1.36683415622E+00
-24.67500E-06,+0.0E+00,+1.36683415622E+00
-24.65000E-06,+0.0E+00,+1.32663315162E+00
-24.62500E-06,+0.0E+00,+1.36683415622E+00
-24.60000E-06,+201.00502670E-03,+1.36683415622E+00
-24.57500E-06,+0.0E+00,+1.36683415622E+00
-24.55000E-06,+201.00502670E-03,+1.36683415622E+00
-24.52500E-06,+201.00502670E-03,+1.36683415622E+00
-24.50000E-06,+0.0E+00,+1.36683415622E+00
-24.47500E-06,+0.0E+00,+1.36683415622E+00
-24.45000E-06,+0.0E+00,+1.28643214703E+00
-24.42500E-06,+50.25125667E-03,+1.30653264932E+00
-24.40000E-06,+0.0E+00,+1.36683415622E+00
-24.37500E-06,+201.00502670E-03,+1.36683415622E+00
-24.35000E-06,+0.0E+00,+1.36683415622E+00
-24.32500E-06,+201.00502670E-03,+1.28643214703E+00
-24.30000E-06,+0.0E+00,+1.36683415622E+00
-24.27500E-06,+0.0E+00,+1.28643214703E+00
-24.25000E-06,+100.50251335E-03,+1.32663315162E+00
-24.22500E-06,+0.0E+00,+1.36683415622E+00
-24.20000E-06,+0.0E+00,+1.28643214703E+00
-24.17500E-06,+0.0E+00,+1.28643214703E+00
-24.15000E-06,+201.00502670E-03,+1.28643214703E+00
-24.12500E-06,+150.75377003E-03,+1.36683415622E+00
-24.10000E-06,+201.00502669E-03,+1.36683415622E+00
-24.07500E-06,+0.0E+00,+1.30653264933E+00
-24.05000E-06,+0.0E+00,+1.32663315162E+00
-24.02500E-06,+150.75377003E-03,+1.36683415622E+00
-24.00000E-06,+0.0E+00,+1.36683415622E+00
-23.97500E-06,+0.0E+00,+1.36683415622E+00
-23.95000E-06,+0.0E+00,+1.28643214703E+00
-23.92500E-06,+50.25125667E-03,+1.28643214703E+00
