x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-36.50000E-06,+201.00502670E-03,+5.02512566745E+00,+426.13064870E-03,+8.04020092E-03
-36.46350E-06,+0.0E+00,+5.02512566745E+00,+426.13064870E-03,+6.36515906E-03
-36.42700E-06,+0.0E+00,+5.02512566745E+00,+424.79061522E-03,+8.04020092E-03
-36.39050E-06,+50.25125667E-03,+5.22613069415E+00,+420.10049801E-03,+5.02512557E-03
-36.35400E-06,+0.0E+00,+5.02512566745E+00,+418.09044778E-03,+4.02010046E-03
-36.31750E-06,-16.75041889E-03,+5.22613069415E+00,+418.09044778E-03,+4.69011720E-03
-36.28100E-06,+0.0E+00,+5.02512566745E+00,+422.11054824E-03,+6.03015069E-03
-36.24450E-06,+201.00502670E-03,+5.20938027526E+00,+418.09044778E-03,+4.02010046E-03
-36.20800E-06,+134.00335113E-03,+5.15912901859E+00,+418.09044778E-03,+8.04020092E-03
-36.17150E-06,+0.0E+00,+5.02512566745E+00,+418.09044778E-03,+8.04020092E-03
-36.13500E-06,+33.50083778E-03,+5.02512566745E+00,+418.09044778E-03,+4.69011720E-03
-36.09850E-06,-33.50083778E-03,+5.22613069415E+00,+418.09044778E-03,+5.69514232E-03
-36.06200E-06,+0.0E+00,+5.22613069415E+00,+410.05024686E-03,+0.0E+00
-36.02550E-06,-33.50083779E-03,+5.22613069415E+00,+410.05024686E-03,+8.04020092E-03
-35.98900E-06,+0.0E+00,+5.05862650524E+00,+410.05024686E-03,+4.69011720E-03
-35.95250E-06,+50.25125667E-03,+5.02512566745E+00,+412.06029709E-03,-6.03015069E-03
-35.91600E-06,+0.0E+00,+5.22613069415E+00,+410.05024686E-03,+17.42043532E-03
-35.87950E-06,+0.0E+00,+5.22613069415E+00,+410.05024686E-03,+16.08040184E-03
-35.84300E-06,+0.0E+00,+5.12562818081E+00,+402.01004595E-03,+12.06030138E-03
-35.80650E-06,+0.0E+00,+5.05862650524E+00,+402.68006269E-03,+8.04020092E-03
-35.77000E-06,+0.0E+00,+5.02512566745E+00,+402.01004595E-03,+5.36013395E-03
-35.73350E-06,+150.75377002E-03,+5.07537692413E+00,+402.01004595E-03,+5.02512557E-03
-35.69700E-06,+0.0E+00,+5.05862650523E+00,+408.71021338E-03,+8.04020092E-03
-35.66050E-06,+0.0E+00,+5.02512566745E+00,+402.01004595E-03,+8.04020092E-03
-35.62400E-06,+0.0E+00,+5.02512566745E+00,+402.01004595E-03,+12.06030138E-03
-35.58750E-06,+0.0E+00,+5.02512566745E+00,+402.01004595E-03,+8.04020092E-03
-35.55100E-06,+167.50418891E-03,+5.02512566745E+00,+393.96984503E-03,+8.04020092E-03
-35.51450E-06,+0.0E+00,+5.02512566745E+00,+402.01004595E-03,+5.02512557E-03
-35.47800E-06,+134.00335113E-03,+5.22613069415E+00,+393.96984503E-03,+9.38023441E-03
-35.44150E-06,+0.0E+00,+5.02512566745E+00,+393.96984503E-03,+4.02010046E-03
-35.40500E-06,+0.0E+00,+5.22613069415E+00,+397.98994549E-03,+6.03015069E-03
-35.36850E-06,+16.75041890E-03,+5.04187608635E+00,+393.96984503E-03,+12.06030138E-03
-35.33200E-06,+0.0E+00,+5.09212734301E+00,+388.60971108E-03,+8.04020092E-03
-35.29550E-06,+0.0E+00,+5.07537692413E+00,+387.93969434E-03,+8.04020092E-03
-35.25900E-06,+0.0E+00,+5.02512566745E+00,+392.62981154E-03,+4.02010046E-03
