x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-25.00000E-06,+11.45728652179E+00,+0.0E+00,+241.20602757E-03,-72.36180827E-03
-24.97500E-06,+11.45728652179E+00,-201.00502670E-03,+241.20602757E-03,-64.32160735E-03
-24.95000E-06,+11.45728652179E+00,+0.0E+00,+251.25627872E-03,-72.36180827E-03
-24.92500E-06,+11.45728652179E+00,-201.00502670E-03,+241.20602757E-03,-72.36180827E-03
-24.90000E-06,+11.45728652179E+00,+0.0E+00,+241.20602757E-03,-72.36180827E-03
-24.87500E-06,+11.30653275177E+00,+0.0E+00,+246.23115314E-03,-66.33165758E-03
-24.85000E-06,+11.25628149509E+00,+4.42211058737E+00,+241.20602757E-03,-76.38190873E-03
-24.82500E-06,+11.45728652179E+00,+12.11055285856E+00,+195.97989740E-03,-2.01005023E-03
-24.80000E-06,+11.25628149510E+00,+12.06030160189E+00,+201.00502297E-03,-16.08040184E-03
-24.77500E-06,+11.30653275177E+00,+12.21105537191E+00,+201.00502297E-03,-44.22110505E-03
-24.75000E-06,+11.45728652179E+00,+12.06030160189E+00,+221.10552527E-03,-72.36180827E-03
-24.72500E-06,+11.30653275177E+00,+12.06030160189E+00,+241.20602757E-03,-72.36180827E-03
-24.70000E-06,+11.25628149509E+00,+12.06030160189E+00,+241.20602757E-03,-72.36180827E-03
-24.67500E-06,+11.30653275177E+00,+11.85929657519E+00,+241.20602757E-03,-80.40200919E-03
-24.65000E-06,+11.55778903514E+00,+11.45728652179E+00,+221.10552527E-03,-76.38190873E-03
-24.62500E-06,+11.45728652179E+00,+11.05527646840E+00,+221.10552527E-03,-96.48241103E-03
-24.60000E-06,+11.05527646840E+00,+10.85427144170E+00,+160.80401838E-03,-305.52763492E-03
-24.57500E-06,+10.30150761828E+00,+11.10552772507E+00,+145.72864166E-03,-721.60803247E-03
-24.55000E-06,+9.84924630821E+00,+10.85427144170E+00,+211.05527412E-03,+108.54271241E-03
-24.52500E-06,+11.05527646840E+00,+10.65326641500E+00,+261.30652986E-03,+122.61306401E-03
-24.50000E-06,+11.25628149509E+00,+10.85427144170E+00,+261.30652986E-03,-128.64321470E-03
-24.47500E-06,+11.05527646840E+00,+10.85427144170E+00,+241.20602757E-03,-92.46231057E-03
-24.45000E-06,+11.25628149509E+00,+11.05527646840E+00,+241.20602757E-03,-72.36180827E-03
-24.42500E-06,+11.45728652179E+00,+10.90452269837E+00,+241.20602757E-03,-80.40200919E-03
-24.40000E-06,+11.45728652179E+00,+10.85427144170E+00,+241.20602757E-03,-64.32160735E-03
-24.37500E-06,+11.45728652179E+00,+10.85427144170E+00,+221.10552527E-03,-88.44221011E-03
-24.35000E-06,+11.45728652179E+00,+10.85427144170E+00,+221.10552527E-03,-64.32160735E-03
-24.32500E-06,+11.45728652179E+00,+10.85427144170E+00,+221.10552527E-03,-64.32160735E-03
-24.30000E-06,+11.45728652180E+00,+10.85427144170E+00,+221.10552527E-03,-72.36180827E-03
-24.27500E-06,+11.45728652179E+00,+10.85427144170E+00,+226.13065084E-03,-70.35175804E-03
-24.25000E-06,+11.45728652179E+00,+10.85427144170E+00,+221.10552527E-03,-64.32160735E-03
-24.22500E-06,+11.45728652179E+00,+10.85427144170E+00,+241.20602757E-03,-64.32160735E-03
-24.20000E-06,+11.45728652179E+00,+10.85427144170E+00,+221.10552527E-03,-64.32160735E-03
-24.17500E-06,+11.45728652179E+00,+11.00502521172E+00,+241.20602757E-03,-64.32160735E-03
-24.15000E-06,+11.45728652179E+00,+10.95477395505E+00,+231.15577642E-03,-72.36180827E-03
-24.12500E-06,+11.45728652179E+00,+10.85427144170E+00,+241.20602757E-03,-72.36180827E-03
-24.10000E-06,+11.45728652179E+00,+10.65326641501E+00,+241.20602757E-03,-64.32160735E-03
-24.07500E-06,+11.45728652179E+00,+10.80402018502E+00,+241.20602757E-03,-64.32160735E-03
-24.05000E-06,+11.35678400845E+00,+10.85427144170E+00,+221.10552527E-03,-64.32160735E-03
-24.02500E-06,+11.30653275176E+00,+10.85427144170E+00,+226.13065084E-03,-64.32160735E-03
-24.00000E-06,+11.25628149509E+00,+10.85427144170E+00,+241.20602757E-03,-56.28140643E-03
-23.97500E-06,+11.45728652179E+00,+10.85427144170E+00,+241.20602757E-03,-64.32160735E-03
-23.95000E-06,+11.45728652179E+00,+11.05527646840E+00,+221.10552527E-03,-56.28140643E-03
-23.92500E-06,+11.45728652179E+00,+11.00502521173E+00,+241.20602757E-03,-58.29145666E-03
-23.90000E-06,+11.45728652179E+00,+10.85427144169E+00,+241.20602757E-03,-64.32160735E-03
-23.87500E-06,+11.45728652179E+00,+10.85427144170E+00,+256.28140429E-03,-56.28140643E-03
-23.85000E-06,+11.45728652179E+00,+10.85427144170E+00,+241.20602757E-03,-56.28140643E-03
-23.82500E-06,+11.45728652179E+00,+10.85427144170E+00,+236.18090199E-03,-64.32160735E-03
