x-axis,1,2,3
second,Volt,Volt,Volt
-25.00000E-06,+12.26130662858E+00,+10.85427144170E+00,+205.02512343E-03
-24.97500E-06,+12.26130662858E+00,+10.65326641500E+00,+210.05024901E-03
-24.95000E-06,+12.36180914193E+00,+10.85427144170E+00,+211.05527412E-03
-24.92500E-06,+12.26130662858E+00,+10.85427144170E+00,+212.06029924E-03
-24.90000E-06,+12.46231165528E+00,+10.85427144170E+00,+213.06532435E-03
-24.87500E-06,+12.26130662858E+00,+10.85427144170E+00,+213.06532435E-03
-24.85000E-06,+12.26130662858E+00,+10.85427144170E+00,+213.06532435E-03
-24.82500E-06,+12.31155788526E+00,+10.85427144170E+00,+216.08039970E-03
-24.80000E-06,+12.26130662858E+00,+804.02010679E-03,+213.06532435E-03
-24.77500E-06,+12.26130662858E+00,+0.0E+00,+193.96984717E-03
-24.75000E-06,+12.26130662858E+00,+0.0E+00,+196.98492251E-03
-24.72500E-06,+12.41206039861E+00,-50.25125667E-03,+205.02512343E-03
-24.70000E-06,+12.26130662859E+00,+0.0E+00,+213.06532435E-03
-24.67500E-06,+12.26130662858E+00,-150.75377002E-03,+220.10050016E-03
-24.65000E-06,+12.26130662858E+00,-301.50754005E-03,+221.10552527E-03
-24.62500E-06,+12.46231165528E+00,-201.00502670E-03,+225.12562573E-03
-24.60000E-06,+12.26130662858E+00,-201.00502670E-03,+225.12562573E-03
-24.57500E-06,+12.41206039861E+00,-201.00502670E-03,+225.12562573E-03
-24.55000E-06,+12.26130662858E+00,-201.00502670E-03,+217.08542481E-03
-24.52500E-06,+12.26130662858E+00,-201.00502670E-03,+229.14572619E-03
-24.50000E-06,+12.46231165528E+00,-201.00502670E-03,+229.14572619E-03
-24.47500E-06,+12.26130662858E+00,-201.00502670E-03,+233.16582665E-03
-24.45000E-06,+12.46231165528E+00,-301.50754004E-03,+233.16582665E-03
-24.42500E-06,+12.46231165528E+00,-201.00502670E-03,+237.18592711E-03
-24.40000E-06,+12.46231165528E+00,-402.01005340E-03,+241.20602757E-03
-24.37500E-06,+12.31155788526E+00,-351.75879672E-03,+226.13065084E-03
-24.35000E-06,+12.26130662858E+00,-201.00502670E-03,+229.14572619E-03
-24.32500E-06,+12.31155788526E+00,+0.0E+00,+225.12562573E-03
-24.30000E-06,+12.26130662858E+00,-201.00502669E-03,+229.14572619E-03
-24.27500E-06,+12.26130662858E+00,-150.75377002E-03,+229.14572619E-03
-24.25000E-06,+12.36180914194E+00,-100.50251335E-03,+225.12562573E-03
-24.22500E-06,+12.26130662858E+00,-150.75377003E-03,+226.13065084E-03
-24.20000E-06,+12.26130662858E+00,-201.00502670E-03,+225.12562573E-03
-24.17500E-06,+12.26130662858E+00,-201.00502670E-03,+225.12562573E-03
-24.15000E-06,+12.26130662858E+00,-201.00502670E-03,+225.12562573E-03
-24.12500E-06,+12.46231165528E+00,-201.00502670E-03,+225.12562573E-03
-24.10000E-06,+12.46231165528E+00,-10E-12,+221.10552527E-03
-24.07500E-06,+12.31155788527E+00,-201.00502670E-03,+218.09044993E-03
-24.05000E-06,+12.36180914193E+00,-100.50251335E-03,+223.11557550E-03
-24.02500E-06,+12.46231165528E+00,-201.00502670E-03,+221.10552527E-03
-24.00000E-06,+12.26130662859E+00,-201.00502670E-03,+221.10552527E-03
-23.97500E-06,+12.46231165528E+00,-150.75377002E-03,+221.10552527E-03
-23.95000E-06,+12.26130662858E+00,-201.00502670E-03,+213.06532435E-03
-23.92500E-06,+12.46231165528E+00,-201.00502670E-03,+213.06532435E-03
-23.90000E-06,+12.46231165528E+00,-201.00502670E-03,+213.06532435E-03
-23.87500E-06,+12.41206039860E+00,-201.00502670E-03,+212.06029924E-03
-23.85000E-06,+12.46231165528E+00,-201.00502670E-03,+209.04522389E-03
-23.82500E-06,+12.41206039862E+00,-201.00502670E-03,+208.04019878E-03
-23.80000E-06,+12.26130662858E+00,+0.0E+00,+205.02512343E-03
-23.77500E-06,+12.26130662858E+00,-201.00502670E-03,+206.03014855E-03
-23.75000E-06,+12.26130662858E+00,-201.00502670E-03,+205.02512343E-03
-23.72500E-06,+12.26130662858E+00,-201.00502670E-03,+202.01004809E-03
-23.70000E-06,+12.26130662858E+00,-201.00502670E-03,+209.04522389E-03
-23.67500E-06,+12.26130662858E+00,-50.25125668E-03,+192.96482205E-03
-23.65000E-06,+12.26130662858E+00,-100.50251334E-03,+201.00502297E-03
-23.62500E-06,+12.46231165528E+00,-201.00502670E-03,+201.00502297E-03
-23.60000E-06,+12.46231165527E+00,-201.00502670E-03,+192.96482205E-03
-23.57500E-06,+12.26130662858E+00,-150.75377001E-03,+193.96984717E-03
-23.55000E-06,+12.26130662858E+00,-100.50251334E-03,+192.96482205E-03
-23.52500E-06,+12.26130662858E+00,-201.00502670E-03,+188.94472159E-03
-23.50000E-06,+12.46231165527E+00,-201.00502670E-03,+188.94472159E-03
-23.47500E-06,+12.26130662858E+00,-201.00502670E-03,+188.94472159E-03
-23.45000E-06,+12.46231165528E+00,-100.50251334E-03,+186.93467136E-03
-23.42500E-06,+12.26130662858E+00,-150.75377003E-03,+187.93969648E-03
-23.40000E-06,+12.26130662859E+00,-201.00502670E-03,+184.92462114E-03
-23.37500E-06,+12.26130662858E+00,-201.00502670E-03,+184.92462113E-03
-23.35000E-06,+12.36180914192E+00,-201.00502670E-03,+176.88442022E-03
-23.32500E-06,+12.46231165528E+00,-201.00502670E-03,+179.89949556E-03
-23.30000E-06,+12.26130662858E+00,-201.00502670E-03,+176.88442022E-03
-23.27500E-06,+12.26130662858E+00,-201.00502670E-03,+176.88442022E-03
-23.25000E-06,+12.26130662858E+00,-100.50251334E-03,+176.88442022E-03
-23.22500E-06,+12.46231165528E+00,+0.0E+00,+173.86934487E-03
-23.20000E-06,+12.26130662858E+00,-201.00502670E-03,+172.86431976E-03
-23.17500E-06,+12.26130662858E+00,-201.00502670E-03,+172.86431976E-03
-23.15000E-06,+12.36180914192E+00,-201.00502670E-03,+172.86431976E-03
-23.12500E-06,+12.26130662858E+00,-201.00502670E-03,+168.84421930E-03
-23.10000E-06,+12.26130662858E+00,-201.00502670E-03,+168.84421930E-03
-23.07500E-06,+12.41206039860E+00,-201.00502670E-03,+168.84421930E-03
-23.05000E-06,+12.26130662858E+00,-100.50251336E-03,+168.84421930E-03
-23.02500E-06,+12.31155788525E+00,-201.00502670E-03,+167.83919418E-03
-23.00000E-06,+12.26130662858E+00,-201.00502670E-03,+164.82411884E-03
-22.97500E-06,+12.26130662858E+00,-201.00502670E-03,+156.78391792E-03
-22.95000E-06,+12.26130662858E+00,-100.50251336E-03,+160.80401838E-03
-22.92500E-06,+12.46231165528E+00,-50.25125666E-03,+156.78391792E-03
-22.90000E-06,+12.26130662858E+00,-10E-12,+156.78391792E-03
-22.87500E-06,+12.26130662858E+00,-201.00502670E-03,+153.76884257E-03
-22.85000E-06,+12.26130662858E+00,-201.00502670E-03,+150.75376723E-03
-22.82500E-06,+12.26130662858E+00,-50.25125666E-03,+148.74371700E-03
