x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-25.00000E-06,+11.45728652179E+00,-201.00502670E-03,+402.01004595E-03,-32.16080368E-03
-24.97500E-06,+11.50753777847E+00,-50.25125667E-03,+402.01004595E-03,-32.16080368E-03
-24.95000E-06,+11.45728652179E+00,-201.00502670E-03,+391.95979480E-03,-36.18090414E-03
-24.92500E-06,+11.45728652179E+00,-201.00502670E-03,+381.90954365E-03,-20.10050230E-03
-24.90000E-06,+11.45728652179E+00,-201.00502670E-03,+402.01004595E-03,-32.16080368E-03
-24.87500E-06,+11.60804029182E+00,-201.00502670E-03,+402.01004595E-03,-52.26130597E-03
-24.85000E-06,+11.45728652179E+00,-201.00502670E-03,+402.01004595E-03,-36.18090414E-03
-24.82500E-06,+11.45728652179E+00,-201.00502670E-03,+381.90954365E-03,-32.16080368E-03
-24.80000E-06,+11.45728652179E+00,+0.0E+00,+381.90954365E-03,-24.12060276E-03
-24.77500E-06,+11.40703526512E+00,+954.77387682E-03,+381.90954365E-03,-32.16080368E-03
-24.75000E-06,+11.45728652179E+00,+12.26130662858E+00,+341.70853905E-03,-56.28140643E-03
-24.72500E-06,+11.45728652179E+00,+12.26130662858E+00,+346.73366463E-03,-44.22110505E-03
-24.70000E-06,+11.45728652179E+00,+12.06030160189E+00,+402.01004595E-03,-40.20100459E-03
-24.67500E-06,+11.45728652179E+00,+12.06030160189E+00,+402.01004595E-03,-30.15075345E-03
-24.65000E-06,+11.45728652179E+00,+12.06030160189E+00,+381.90954365E-03,-32.16080368E-03
-24.62500E-06,+11.50753777846E+00,+12.06030160189E+00,+381.90954365E-03,-30.15075345E-03
-24.60000E-06,+11.45728652179E+00,+11.65829154849E+00,+361.80904135E-03,-24.12060276E-03
-24.57500E-06,+11.45728652179E+00,+11.45728652179E+00,+366.83416693E-03,-40.20100459E-03
-24.55000E-06,+11.45728652179E+00,+11.15577898174E+00,+381.90954365E-03,-32.16080368E-03
-24.52500E-06,+11.60804029182E+00,+10.90452269837E+00,+381.90954365E-03,-10.05025115E-03
-24.50000E-06,+11.85929657519E+00,+11.05527646839E+00,+402.01004595E-03,-32.16080368E-03
-24.47500E-06,+12.71356793866E+00,+10.85427144170E+00,+447.23617611E-03,+112.56281287E-03
