x-axis,1,2,3
second,Volt,Volt,Volt
-25.00000E-06,+15.87939710915E+00,+10.85427144170E+00,+23.31658309698E+00
-24.97500E-06,+15.87939710915E+00,+10.65326641500E+00,+23.36683435366E+00
-24.95000E-06,+15.97989962250E+00,+10.95477395505E+00,+23.31658309698E+00
-24.92500E-06,+16.03015087918E+00,+10.65326641500E+00,+23.31658309698E+00
-24.90000E-06,+15.87939710915E+00,+10.85427144170E+00,+23.31658309698E+00
-24.87500E-06,+15.87939710915E+00,+10.85427144170E+00,+23.31658309698E+00
-24.85000E-06,+15.87939710915E+00,+10.75376892835E+00,+23.41708561033E+00
-24.82500E-06,+15.87939710915E+00,+10.85427144170E+00,+23.31658309698E+00
-24.80000E-06,+15.87939710915E+00,+10.85427144170E+00,+23.51758812368E+00
-24.77500E-06,+15.87939710915E+00,+10.85427144170E+00,+23.31658309698E+00
-24.75000E-06,+15.87939710915E+00,+10.75376892835E+00,+23.31658309698E+00
-24.72500E-06,+16.03015087918E+00,+10.85427144170E+00,+23.31658309698E+00
-24.70000E-06,+15.87939710915E+00,+10.85427144170E+00,+23.31658309698E+00
-24.67500E-06,+15.87939710915E+00,+10.85427144170E+00,+23.26633184030E+00
-24.65000E-06,+15.87939710915E+00,+10.75376892835E+00,+23.31658309698E+00
-24.62500E-06,+15.87939710915E+00,+10.85427144170E+00,+23.31658309698E+00
-24.60000E-06,+15.87939710915E+00,+10.85427144170E+00,+23.31658309698E+00
-24.57500E-06,+15.87939710915E+00,+10.85427144170E+00,+23.31658309698E+00
-24.55000E-06,+15.87939710915E+00,+10.85427144170E+00,+23.31658309698E+00
-24.52500E-06,+16.08040213585E+00,+10.85427144170E+00,+23.46733686701E+00
-24.50000E-06,+15.87939710915E+00,+10.85427144170E+00,+23.31658309698E+00
-24.47500E-06,+15.87939710915E+00,+10.80402018502E+00,+23.36683435366E+00
-24.45000E-06,+15.87939710915E+00,+10.85427144170E+00,+23.21608058363E+00
-24.42500E-06,+15.87939710915E+00,+10.85427144170E+00,+23.31658309698E+00
-24.40000E-06,+16.08040213585E+00,+10.85427144170E+00,+23.31658309698E+00
-24.37500E-06,+15.87939710915E+00,+10.70351767168E+00,+23.31658309698E+00
-24.35000E-06,+15.77889459580E+00,+10.85427144170E+00,+23.31658309698E+00
-24.32500E-06,+15.72864333912E+00,+10.85427144170E+00,+23.16582932695E+00
-24.30000E-06,+15.87939710915E+00,+11.05527646839E+00,+23.31658309698E+00
-24.27500E-06,+15.87939710915E+00,+10.85427144170E+00,+23.31658309698E+00
-24.25000E-06,+15.87939710915E+00,+10.85427144170E+00,+23.31658309698E+00
-24.22500E-06,+15.87939710915E+00,+10.85427144170E+00,+23.31658309698E+00
-24.20000E-06,+15.87939710915E+00,+10.85427144169E+00,+23.31658309698E+00
-24.17500E-06,+15.87939710915E+00,+10.70351767168E+00,+23.16582932696E+00
-24.15000E-06,+15.87939710915E+00,+10.85427144170E+00,+23.41708561033E+00
-24.12500E-06,+15.87939710915E+00,+10.85427144170E+00,+23.31658309698E+00
-24.10000E-06,+15.67839208246E+00,+10.85427144170E+00,+23.31658309698E+00
-24.07500E-06,+15.87939710915E+00,+10.85427144170E+00,+23.31658309698E+00
-24.05000E-06,+15.87939710915E+00,+10.85427144170E+00,+23.31658309698E+00
-24.02500E-06,+15.87939710915E+00,+10.85427144170E+00,+23.46733686701E+00
-24.00000E-06,+15.87939710915E+00,+10.85427144170E+00,+23.31658309698E+00
-23.97500E-06,+15.87939710915E+00,+10.85427144170E+00,+23.31658309698E+00
-23.95000E-06,+15.87939710915E+00,+10.75376892834E+00,+23.41708561034E+00
-23.92500E-06,+15.87939710915E+00,+10.85427144170E+00,+23.76884440705E+00
-23.90000E-06,+15.87939710915E+00,+10.85427144170E+00,+23.51758812368E+00
-23.87500E-06,+15.87939710915E+00,+10.85427144170E+00,+23.11557807028E+00
-23.85000E-06,+15.87939710915E+00,+10.85427144170E+00,+23.11557807028E+00
-23.82500E-06,+15.87939710915E+00,+10.85427144170E+00,+23.31658309698E+00
-23.80000E-06,+15.87939710915E+00,+10.85427144169E+00,+23.31658309697E+00
-23.77500E-06,+15.87939710915E+00,+10.85427144170E+00,+23.26633184030E+00
-23.75000E-06,+15.87939710915E+00,+10.75376892836E+00,+23.21608058364E+00
-23.72500E-06,+15.87939710915E+00,+10.65326641500E+00,+23.31658309698E+00
-23.70000E-06,+15.87939710915E+00,+10.65326641500E+00,+23.51758812367E+00
-23.67500E-06,+15.87939710915E+00,+10.80402018502E+00,+23.31658309698E+00
-23.65000E-06,+15.87939710915E+00,+10.85427144170E+00,+23.31658309698E+00
-23.62500E-06,+15.87939710915E+00,+10.85427144170E+00,+23.31658309698E+00
-23.60000E-06,+15.87939710915E+00,+10.85427144170E+00,+23.31658309698E+00
-23.57500E-06,+15.87939710915E+00,+10.65326641500E+00,+23.31658309698E+00
-23.55000E-06,+15.97989962251E+00,+10.85427144170E+00,+23.31658309698E+00
-23.52500E-06,+15.87939710915E+00,+10.85427144170E+00,+23.31658309698E+00
-23.50000E-06,+15.87939710915E+00,+10.85427144170E+00,+23.31658309698E+00
-23.47500E-06,+15.87939710915E+00,+10.85427144170E+00,+23.36683435367E+00
-23.45000E-06,+15.97989962251E+00,+10.85427144170E+00,+23.31658309698E+00
-23.42500E-06,+15.87939710915E+00,+10.85427144170E+00,+23.31658309698E+00
