x-axis,1,2,3
second,Volt,Volt,Volt
-25.00000E-06,+17.88944737613E+00,-402.01005340E-03,+990.45225605E-03
-24.97500E-06,+17.88944737613E+00,-402.01005340E-03,+990.45225605E-03
-24.95000E-06,+17.88944737613E+00,-402.01005340E-03,+990.45225605E-03
-24.92500E-06,+17.73869360611E+00,-402.01005340E-03,+990.45225605E-03
-24.90000E-06,+17.88944737613E+00,-402.01005340E-03,+990.45225605E-03
-24.87500E-06,+17.88944737613E+00,-402.01005340E-03,+998.49245697E-03
-24.85000E-06,+17.88944737613E+00,-402.01005340E-03,+990.45225605E-03
-24.82500E-06,+17.88944737613E+00,-402.01005340E-03,+992.46230628E-03
-24.80000E-06,+17.88944737613E+00,-402.01005340E-03,+990.45225605E-03
-24.77500E-06,+17.88944737613E+00,-703.51759344E-03,+990.45225605E-03
-24.75000E-06,+17.68844234943E+00,-402.01005340E-03,+998.49245697E-03
-24.72500E-06,+17.88944737613E+00,+11.65829154849E+00,+1.03869346157E+00
-24.70000E-06,+17.88944737613E+00,+11.65829154849E+00,+1.02261305973E+00
-24.67500E-06,+17.73869360611E+00,+11.95979908853E+00,+1.00854270812E+00
-24.65000E-06,+17.88944737613E+00,+11.65829154849E+00,+990.45225605E-03
-24.62500E-06,+17.88944737613E+00,+11.65829154849E+00,+998.49245697E-03
-24.60000E-06,+17.88944737613E+00,+11.65829154849E+00,+1.00653265789E+00
-24.57500E-06,+17.88944737613E+00,+11.65829154849E+00,+1.01457285881E+00
-24.55000E-06,+17.78894486279E+00,+11.25628149509E+00,+1.00653265789E+00
-24.52500E-06,+17.88944737613E+00,+10.95477395504E+00,+1.00653265789E+00
-24.50000E-06,+17.68844234943E+00,+10.85427144170E+00,+1.03065326065E+00
-24.47500E-06,+16.73366847262E+00,+10.45226138830E+00,+1.10502511915E+00
-24.45000E-06,+16.88442224264E+00,+10.45226138830E+00,+1.11105526984E+00
-24.42500E-06,+18.99497502296E+00,+10.45226138830E+00,+972.36180399E-03
-24.40000E-06,+20.10050266981E+00,+10.45226138830E+00,+934.17084962E-03
-24.37500E-06,+18.09045240283E+00,+10.45226138830E+00,+966.33165330E-03
-24.35000E-06,+16.68341721594E+00,+10.85427144170E+00,+1.01457285881E+00
-24.32500E-06,+17.33668355271E+00,+10.45226138830E+00,+1.05477386340E+00
-24.30000E-06,+18.49246245622E+00,+10.45226138831E+00,+1.03065326065E+00
-24.27500E-06,+18.49246245623E+00,+10.55276390166E+00,+1.00854270812E+00
-24.25000E-06,+17.98994988949E+00,+10.65326641499E+00,+1.00251255743E+00
-24.22500E-06,+17.48743732274E+00,+10.75376892836E+00,+1.00653265789E+00
-24.20000E-06,+17.48743732274E+00,+10.45226138831E+00,+1.01457285881E+00
-24.17500E-06,+17.68844234943E+00,+10.55276390166E+00,+1.01457285881E+00
-24.15000E-06,+17.88944737613E+00,+10.45226138830E+00,+1.01055275835E+00
-24.12500E-06,+18.04020114616E+00,+10.45226138830E+00,+1.00653265789E+00
-24.10000E-06,+17.88944737613E+00,+10.45226138830E+00,+998.49245697E-03
-24.07500E-06,+17.68844234943E+00,+10.45226138830E+00,+1.00653265789E+00
-24.05000E-06,+17.68844234943E+00,+10.45226138830E+00,+1.00653265789E+00
-24.02500E-06,+17.88944737613E+00,+10.85427144170E+00,+1.00653265789E+00
-24.00000E-06,+17.88944737613E+00,+10.85427144169E+00,+1.00653265789E+00
-23.97500E-06,+17.68844234943E+00,+10.45226138830E+00,+998.49245697E-03
-23.95000E-06,+17.88944737613E+00,+10.85427144170E+00,+1.00251255743E+00
-23.92500E-06,+17.83919611946E+00,+10.45226138830E+00,+1.00050250720E+00
-23.90000E-06,+17.88944737613E+00,+10.45226138830E+00,+1.00653265789E+00
-23.87500E-06,+17.88944737613E+00,+10.45226138830E+00,+990.45225605E-03
-23.85000E-06,+17.88944737613E+00,+10.45226138830E+00,+990.45225605E-03
-23.82500E-06,+17.73869360610E+00,+10.85427144170E+00,+1.00653265789E+00
-23.80000E-06,+17.68844234944E+00,+10.45226138830E+00,+1.00653265789E+00
-23.77500E-06,+17.88944737613E+00,+10.45226138830E+00,+1.00653265789E+00
-23.75000E-06,+17.78894486278E+00,+10.45226138830E+00,+990.45225605E-03
-23.72500E-06,+17.88944737613E+00,+10.75376892837E+00,+990.45225605E-03
-23.70000E-06,+17.88944737613E+00,+10.45226138832E+00,+998.49245697E-03
-23.67500E-06,+17.73869360612E+00,+10.45226138830E+00,+996.48240674E-03
-23.65000E-06,+17.88944737613E+00,+10.45226138830E+00,+998.49245697E-03
-23.62500E-06,+17.68844234943E+00,+10.45226138830E+00,+996.48240674E-03
-23.60000E-06,+17.68844234943E+00,+10.45226138830E+00,+982.41205513E-03
-23.57500E-06,+17.88944737613E+00,+10.45226138830E+00,+990.45225605E-03
-23.55000E-06,+17.88944737613E+00,+10.45226138830E+00,+990.45225605E-03
-23.52500E-06,+17.83919611947E+00,+10.45226138830E+00,+988.44220582E-03
-23.50000E-06,+17.68844234943E+00,+10.85427144170E+00,+982.41205513E-03
-23.47500E-06,+17.83919611945E+00,+10.45226138830E+00,+984.42210536E-03
-23.45000E-06,+17.68844234943E+00,+10.45226138830E+00,+982.41205513E-03
-23.42500E-06,+17.88944737613E+00,+10.45226138830E+00,+984.42210536E-03
-23.40000E-06,+17.68844234943E+00,+10.45226138832E+00,+982.41205513E-03
-23.37500E-06,+17.73869360612E+00,+10.55276390167E+00,+984.42210536E-03
-23.35000E-06,+17.78894486277E+00,+10.45226138830E+00,+982.41205513E-03
-23.32500E-06,+17.68844234943E+00,+10.25125636156E+00,+982.41205513E-03
-23.30000E-06,+17.68844234943E+00,+10.45226138830E+00,+982.41205513E-03
-23.27500E-06,+17.88944737613E+00,+10.45226138830E+00,+974.37185422E-03
-23.25000E-06,+17.88944737613E+00,+10.45226138830E+00,+982.41205513E-03
-23.22500E-06,+17.88944737613E+00,+10.75376892837E+00,+972.36180399E-03
-23.20000E-06,+17.68844234944E+00,+10.85427144170E+00,+974.37185422E-03
-23.17500E-06,+17.68844234943E+00,+10.45226138830E+00,+972.36180399E-03
-23.15000E-06,+17.68844234943E+00,+10.45226138830E+00,+974.37185422E-03
-23.12500E-06,+17.68844234943E+00,+10.85427144170E+00,+966.33165330E-03
-23.10000E-06,+17.68844234943E+00,+10.85427144167E+00,+966.33165330E-03
-23.07500E-06,+17.83919611945E+00,+10.45226138830E+00,+974.37185422E-03
-23.05000E-06,+17.68844234943E+00,+10.65326641498E+00,+966.33165330E-03
-23.02500E-06,+17.88944737613E+00,+10.75376892837E+00,+974.37185422E-03
-23.00000E-06,+17.88944737613E+00,+10.45226138830E+00,+966.33165330E-03
-22.97500E-06,+17.83919611945E+00,+10.75376892832E+00,+958.29145238E-03
-22.95000E-06,+17.68844234943E+00,+10.45226138830E+00,+958.29145238E-03
-22.92500E-06,+17.88944737613E+00,+10.45226138830E+00,+958.29145238E-03
-22.90000E-06,+17.88944737613E+00,+10.85427144170E+00,+958.29145238E-03
-22.87500E-06,+17.73869360612E+00,+10.75376892832E+00,+964.32160307E-03
-22.85000E-06,+17.68844234943E+00,+10.65326641497E+00,+962.31155284E-03
-22.82500E-06,+17.73869360610E+00,+10.45226138830E+00,+964.32160307E-03
-22.80000E-06,+17.88944737613E+00,+10.85427144170E+00,+966.33165330E-03
-22.77500E-06,+17.83919611944E+00,+10.75376892832E+00,+958.29145238E-03
-22.75000E-06,+17.68844234943E+00,+10.45226138830E+00,+958.29145238E-03
-22.72500E-06,+17.68844234943E+00,+10.45226138830E+00,+958.29145238E-03
-22.70000E-06,+17.88944737613E+00,+10.45226138830E+00,+958.29145238E-03
-22.67500E-06,+17.68844234943E+00,+10.45226138830E+00,+952.26130169E-03
-22.65000E-06,+17.88944737613E+00,+10.45226138830E+00,+950.25125146E-03
-22.62500E-06,+17.88944737613E+00,+10.85427144170E+00,+950.25125146E-03
-22.60000E-06,+17.68844234943E+00,+10.45226138830E+00,+958.29145238E-03
-22.57500E-06,+17.88944737613E+00,+10.55276390168E+00,+950.25125146E-03
-22.55000E-06,+17.78894486277E+00,+10.45226138830E+00,+946.23115100E-03
