x-axis,1,2,3
second,Volt,Volt,Volt
-25.00000E-06,+11.45728652179E+00,-201.00502670E-03,+23.51758812368E+00
-24.97500E-06,+11.25628149509E+00,-201.00502670E-03,+23.51758812368E+00
-24.95000E-06,+11.35678400844E+00,-100.50251335E-03,+23.51758812368E+00
-24.92500E-06,+11.25628149509E+00,-201.00502670E-03,+25.12562833726E+00
-24.90000E-06,+11.25628149509E+00,-201.00502670E-03,+23.51758812368E+00
-24.87500E-06,+11.25628149509E+00,-201.00502670E-03,+22.66331676021E+00
-24.85000E-06,+11.25628149509E+00,-402.01005340E-03,+15.47738705575E+00
-24.82500E-06,+11.50753777847E+00,-201.00502670E-03,-3.26633168384E+00
-24.80000E-06,+11.65829154849E+00,-201.00502670E-03,-1.40703518689E+00
-24.77500E-06,+11.40703526512E+00,-201.00502670E-03,+1.00502513349E+00
-24.75000E-06,+11.85929657519E+00,-201.00502670E-03,-2.91457288712E+00
-24.72500E-06,+11.50753777847E+00,+0.0E+00,-753.76885012E-03
-24.70000E-06,+11.45728652179E+00,-201.00502670E-03,-603.01508009E-03
-24.67500E-06,+11.45728652179E+00,-201.00502670E-03,-2.06030152366E+00
-24.65000E-06,+11.35678400845E+00,-201.00502670E-03,-603.01508009E-03
-24.62500E-06,+11.25628149509E+00,-201.00502670E-03,-1.05527639016E+00
-24.60000E-06,+11.25628149509E+00,-201.00502670E-03,-1.40703518689E+00
-24.57500E-06,+11.25628149509E+00,-50.25125668E-03,-1.00502513349E+00
-24.55000E-06,+11.15577898174E+00,-201.00502670E-03,-1.20603016019E+00
-24.52500E-06,+11.25628149509E+00,-201.00502670E-03,-1.20603016019E+00
-24.50000E-06,+11.25628149509E+00,-201.00502670E-03,-1.00502513349E+00
-24.47500E-06,+11.25628149509E+00,-201.00502670E-03,-1.20603016019E+00
-24.45000E-06,+11.25628149509E+00,-201.00502670E-03,-1.00502513349E+00
-24.42500E-06,+11.25628149509E+00,-201.00502670E-03,-1.00502513349E+00
-24.40000E-06,+11.25628149509E+00,-201.00502670E-03,-1.20603016019E+00
-24.37500E-06,+11.25628149509E+00,-50.25125668E-03,-1.00502513349E+00
-24.35000E-06,+11.35678400844E+00,-201.00502670E-03,-904.52262014E-03
-24.32500E-06,+11.25628149509E+00,-50.25125667E-03,-1.00502513349E+00
-24.30000E-06,+11.25628149509E+00,-201.00502670E-03,-1.00502513349E+00
-24.27500E-06,+11.25628149509E+00,-201.00502670E-03,-1.00502513349E+00
-24.25000E-06,+11.25628149509E+00,-201.00502670E-03,-1.00502513349E+00
-24.22500E-06,+11.10552772507E+00,-50.25125667E-03,-1.00502513349E+00
-24.20000E-06,+11.25628149509E+00,-201.00502670E-03,-1.00502513349E+00
-24.17500E-06,+11.25628149509E+00,-251.25628338E-03,-1.00502513349E+00
-24.15000E-06,+11.25628149509E+00,-100.50251334E-03,-904.52262015E-03
-24.12500E-06,+11.40703526512E+00,-201.00502670E-03,-1.00502513349E+00
-24.10000E-06,+11.25628149509E+00,-201.00502670E-03,-1.00502513349E+00
-24.07500E-06,+11.25628149509E+00,-201.00502670E-03,-1.15577890351E+00
-24.05000E-06,+11.25628149509E+00,-201.00502670E-03,-1.00502513349E+00
-24.02500E-06,+11.25628149509E+00,-201.00502670E-03,-1.15577890352E+00
-24.00000E-06,+11.25628149509E+00,-201.00502670E-03,-1.20603016019E+00
-23.97500E-06,+11.25628149509E+00,-201.00502670E-03,-1.00502513349E+00
-23.95000E-06,+11.25628149509E+00,-201.00502670E-03,-1.00502513349E+00
-23.92500E-06,+11.25628149509E+00,-150.75377003E-03,-1.05527639016E+00
-23.90000E-06,+11.25628149509E+00,-201.00502670E-03,-1.00502513349E+00
-23.87500E-06,+11.25628149509E+00,-150.75377002E-03,-1.00502513349E+00
-23.85000E-06,+11.25628149509E+00,-201.00502670E-03,-1.00502513349E+00
-23.82500E-06,+11.25628149509E+00,-201.00502670E-03,-1.00502513349E+00
-23.80000E-06,+11.25628149509E+00,-201.00502669E-03,-1.00502513350E+00
-23.77500E-06,+11.25628149509E+00,-201.00502670E-03,-1.00502513349E+00
-23.75000E-06,+11.25628149509E+00,-301.50754005E-03,-1.00502513349E+00
-23.72500E-06,+11.25628149509E+00,-201.00502670E-03,-1.00502513349E+00
-23.70000E-06,+11.25628149509E+00,+0.0E+00,-1.00502513349E+00
-23.67500E-06,+11.25628149509E+00,-201.00502670E-03,-1.00502513349E+00
-23.65000E-06,+11.25628149509E+00,-201.00502670E-03,-1.10552764685E+00
-23.62500E-06,+11.25628149509E+00,-50.25125667E-03,-1.00502513349E+00
-23.60000E-06,+11.25628149509E+00,-201.00502669E-03,-1.00502513349E+00
